FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Normal/Attack
"2,552,926",30,2,2,1,"2,621,764","8,395,475","3,277,108","244,206",2,2,1,2,1,"229,208","0,05406271","9,892,496",1,1,1,1,1,1,"148,808","1,557,037","1,720,309","1,000,051",1,2,1,1,2,"1,447,065","2,631,056","1,211,228","1,733,145","1,321,891","0,7352687","0,3066329",2,1,"251,474","1,730,048","1,901,275","0,000128152",1,1,1,Attack
"2,541,075",30,2,2,1,"2,621,764","8,395,475","3,277,108","2,440,265",2,2,1,2,1,"2,154,427","0,02933735","9,896,902",1,1,1,1,1,1,"148,808","1,557,037","1,720,309","9,997,821",1,2,1,1,2,"1,447,065","2,631,056","1,211,228","1,733,402","1,310,363","0,7352687","0,3066329",2,1,"251,474","1,730,048","1,901,275","0,000128152",1,1,1,Attack
"2,521,859",30,2,2,1,"2,621,764","8,395,475","3,277,108","2,439,753",2,2,1,2,1,"2,074,397","0,00192166","9,896,501",1,1,1,1,1,1,"148,808","1,557,806","1,720,309","9,997,052",1,2,1,1,2,"1,447,065","2,631,056","1,211,228","1,734,683","128,641","0,7352687","0,3066329",2,1,"251,474","1,730,048","1,901,275","0,000128152",1,1,1,Attack
"2,504,244",30,2,2,1,"2,621,764","8,395,475","3,277,108","2,439,753",2,2,1,2,1,"205,839",0,"9,902,509",1,1,1,1,1,1,"148,808","1,558,318","1,720,309","9,996,283",1,2,1,1,2,"1,446,039","2,631,056","1,211,228","1,734,683","1,282,567","0,7352687","0,3066329",2,1,"251,474","1,730,048","1,901,275","0,000128152",1,1,1,Attack
"2,485,667",30,2,2,1,"2,621,764","8,395,475","3,276,339","2,442,316",2,2,1,2,1,"2,042,384",0,"9,906,514",1,1,1,1,1,1,"148,808","1,558,318","1,720,309","9,997,821",1,2,1,1,2,"1,446,039","2,631,056","1,211,228","1,734,683","1,295,376","0,7352687","0,3066329",2,1,"251,474","1,730,048","1,901,275","0,000128152",1,1,1,Attack
"2,473,497",30,2,2,1,"2,621,764","8,395,475","3,276,339","2,442,316",2,2,1,2,1,"1,987,963",0,"991,012",1,1,1,1,1,1,"148,808","1,558,318","1,720,309","9,999,744",1,2,1,1,2,"1,446,039","2,631,056","1,211,228","1,734,683","1,301,652","0,7352687","0,3066329",2,1,"251,474","1,730,048","1,901,275","0,000128152",1,1,1,Attack
"2,455,241",30,2,2,1,"2,621,764","8,395,475","3,276,339","2,440,393",2,2,1,2,1,"1,987,963",0,"991,052",1,1,1,1,1,1,"148,808","1,558,318","1,720,309","1,000,051",1,2,1,1,2,"1,446,039","2,631,056","1,211,228","1,734,683","1,301,652","0,7352687","0,3066329",2,1,"251,474","1,730,048","1,901,275","0,000128152",1,1,1,Attack
"2,444,031",30,2,2,1,"2,621,764","8,395,475","3,276,339","2,440,393",2,2,1,2,1,"1,987,963",0,"9,912,122",1,1,1,1,1,1,"148,808","1,558,062","1,722,231","9,998,975",1,2,1,1,2,"1,445,783","2,631,056","1,211,228","173,212","1,292,046","0,7352687","0,3066329",2,1,"251,474","1,730,048","1,901,275","0,000128152",1,1,1,Attack
"243,026",30,2,2,1,"2,621,764","8,395,475","3,275,827","2,440,393",2,2,1,2,1,"2,016,774",0,"9,915,327",1,1,1,1,1,1,"148,808","1,558,062","1,722,231","999,859",1,2,1,1,2,"1,445,783","2,631,056","1,211,228","173,212","1,292,046","0,7352687","0,3066329",2,1,"251,474","1,730,048","1,901,275","0,000128152",1,1,1,Attack
"2,424,815","5,354,076",2,2,1,"2,621,764","8,395,475","3,275,827","2,440,393",2,2,30,2,1,"2,016,774",0,"9,916,528",1,1,1,1,1,1,"148,808","1,558,062","1,722,231","9,992,822",1,2,1,1,2,"1,445,783","2,631,056","1,211,228","173,212","1,285,513","0,7352687","0,3066329",2,1,"251,474","1,730,048","1,901,275","0,000128152",1,1,1,Attack
"2,424,815","5,354,861",2,2,1,"2,621,764","8,395,475","3,275,827","2,440,393",2,2,30,2,1,"2,016,774",0,"9,922,136",1,1,1,1,1,1,"148,808","1,558,062","1,720,053","9,992,438",1,2,1,1,2,"1,445,783","2,631,056","1,211,228","1,730,838","1,274,497","0,7352687","0,3066329",2,1,"2,513,939","1,730,048","1,901,275","0,000128152",1,1,1,Attack
"2,452,359","5,358,002",2,2,1,"2,621,764","8,395,475","3,275,827","2,440,393",2,2,1,2,1,"2,016,774",0,"9,926,942",1,1,1,1,1,1,"148,808","1,558,062","1,720,053","9,984,747",1,2,1,1,2,"1,445,783","2,631,056","1,211,228","1,730,838","1,280,517","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,900,154","0,000128152",1,1,1,Normal
"248,887","5,359,179",2,2,1,"2,621,764","8,395,475","3,275,827","2,440,393",2,2,1,2,1,"2,010,372",0,"9,934,552",1,1,1,1,1,1,"148,808","1,558,062","1,720,053","9,986,285",1,2,1,1,2,"1,445,783","2,631,056","1,211,228","1,730,838","128,167","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,900,154","0,000128152",1,1,1,Normal
"2,532,428","5,354,076",2,2,1,"2,621,764","8,395,475","3,275,827","2,440,393",2,2,1,2,1,"2,003,969",0,"9,936,956",1,1,1,1,1,1,"148,808","1,558,062","1,720,053","9,981,287",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,730,838","1,296,273","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,900,154","0,000128152",1,1,1,Normal
"2,572,783","5,349,366",2,2,1,"2,621,764","8,395,475","3,275,827","2,440,393",2,2,1,2,1,"2,003,969",0,"9,944,165",1,1,1,1,1,1,"148,808","1,558,062","1,720,053","998,244",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,730,838","1,299,475","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,899,994","0,000128152",1,1,1,Normal
"2,609,615","5,348,581",2,2,1,"2,621,764","8,395,475","3,275,827","2,440,393",2,2,1,2,1,"2,003,969",0,"9,948,972",1,1,1,1,1,1,"148,808","1,558,062","1,720,053","9,978,979",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,730,838","1,292,046","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,899,994","0,000128152",1,1,1,Normal
"2,633,635","5,345,048",2,2,1,"2,621,764","8,395,475","3,275,827","2,440,393",2,2,1,2,1,"2,003,969",0,"9,954,178",1,1,1,1,1,1,"148,808","1,558,062","1,720,053","997,475",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,730,838","128,167","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,899,994","0,000128152",1,1,1,Normal
"2,649,649","5,343,085",2,2,1,"2,621,764","8,395,475","3,275,827","2,440,393",2,2,1,2,1,"2,003,969",0,"9,962,991",1,1,1,1,1,1,"148,808","1,558,062","1,720,053","9,969,752",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,730,838","128,167","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,899,994","0,000128152",1,1,1,Normal
"2,653,172","5,345,048",2,2,1,"2,621,764","8,395,475","3,275,827","2,438,984",2,2,1,2,1,"2,013,573",0,"9,966,595",1,1,1,1,1,1,"148,808","1,558,062","1,720,053","9,965,522",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,730,838","1,272,192","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,899,994","0,000128152",1,1,1,Normal
"26,394","5,346,618",2,2,1,"2,621,764","8,395,475","3,275,827","2,438,984",2,2,1,2,1,"2,016,774",0,"997,02",1,1,1,1,1,1,"148,808","1,558,062","1,720,053","9,963,984",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,733,658","1,274,497","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,899,032","0,000128152",1,1,1,Normal
"2,628,191","5,349,366",2,2,1,"2,621,764","8,395,475","3,275,827","2,438,984",2,2,1,2,1,"2,016,774",0,"9,978,211",1,1,1,1,1,1,"148,808","1,558,062","1,717,874","9,960,139",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,733,658","1,277,828","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,899,032","0,000128152",1,1,1,Normal
"2,617,942","5,350,151",2,2,1,"2,621,764","8,395,475","3,275,827","2,438,984",2,2,1,2,1,"2,016,774",0,"998,462",1,1,1,1,1,1,"148,808","1,558,062","1,717,874","9,956,678",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,731,095","1,271,679","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,899,032","0,000128152",1,1,1,Normal
"2,617,942","5,355,254",2,2,1,"2,621,764","8,395,475","3,275,827","2,438,984",2,2,1,2,1,"2,016,774",0,"9,995,434",1,1,1,1,1,1,"148,808","1,558,062","1,717,874","995,091",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,731,095","1,274,625","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,899,032","0,000128152",1,1,1,Normal
"2,601,928","5,362,319",2,1,1,"2,621,764","8,395,475","3,275,827","2,438,984",2,2,1,2,1,"2,016,774",0,"1,000,144",1,1,1,1,1,1,"148,808","1,558,062","1,717,874","9,947,065",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,731,095","1,277,059","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,899,032","0,000128152",1,1,1,Normal
"2,591,359","5,370,562",2,1,1,"2,621,764","8,395,475","3,275,827","2,438,984",0,1,1,1,1,"2,016,774",0,"1,001,025",1,1,1,1,1,1,"148,808","1,558,062","1,717,874","9,941,297",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,731,095","1,275,394","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,899,032","0,000128152",1,1,1,Normal
"2,567,338","5,374,488",2,1,1,"2,621,764","8,395,475","3,275,827","242,886",0,1,1,1,1,"2,016,774",0,"1,001,706",1,1,1,1,1,1,"148,808","1,558,062","171,813","9,940,143",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,731,095","1,281,542","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,899,032","0,000128152",1,1,1,Normal
"2,556,449","537,959",2,1,1,"2,621,764","8,395,475","3,275,827","2,323,647",0,1,1,1,1,"2,016,774",0,"1,002,908",1,1,1,1,1,1,"148,808","1,558,062","1,720,309","993,899",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,731,095","1,291,789","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,900,154","0,000128152",1,1,1,Normal
"2,536,912","5,381,553",2,1,1,"2,621,764","8,399,321","3,275,827","209,464",0,1,1,1,1,"2,010,372",0,"1,003,228",1,1,1,1,1,1,"148,808","1,558,062","172,159","9,938,221",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,731,095","1,288,971","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,900,795","0,000128152",1,1,1,Normal
"2,514,813","5,385,479",2,1,1,"2,621,764","8,399,321","3,275,827","1,782,847",0,1,1,1,1,"2,010,372",0,"1,003,749",1,1,1,1,1,1,"148,808","1,556,524","1,721,975","9,934,376",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,731,095","1,282,951","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,900,795","0,000128152",1,1,1,Normal
"2,496,237","5,388,619",2,1,1,"2,621,764","8,399,321","3,275,827","139,365",0,1,1,1,1,"2,010,372",0,"1004,31",1,1,1,1,1,1,"148,808","1,556,524","172,159","9,936,683",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,731,095","1,282,439","0,7352687","0,3066329",2,1,"2,512,977","1,730,048","1,900,795","0,000128152",1,1,1,Normal
"2,480,223","5,388,226",2,1,1,"2,621,764","8,399,321","3,275,827","1,022,395",0,1,1,1,1,"2,010,372",0,"1,004,951",1,1,1,1,1,1,"148,808","1,556,524","1,719,668","9,931,684",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,731,735","1,281,927","0,7352687","0,3066329",2,1,"2,512,977","1,762,086","1,900,795","0,000128152",1,1,1,Normal
"2,464,849","5,389,796",2,1,1,"2,621,764","8,399,321","3,273,263","0,6416557",0,1,1,1,1,"2,010,372",0,"1,005,351",1,1,1,1,1,1,"148,808","1,556,524","1,719,668","9,931,299",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,734,427","1,288,075","0,7352687","0,3066329",2,1,"2,512,977","1,762,086","1,900,795","0,000128152",1,1,1,Normal
"2,449,156","5,391,759",2,1,1,"2,621,764","8,399,321","3,269,931","0,3813795",1,1,1,1,1,"2,010,372",0,"1,006,272",1,1,1,1,1,1,"148,808","1,556,524","1,721,719","992,361",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,734,427","1,291,277","0,7352687","0,3066329",2,1,"2,512,977","1,762,086","1,900,795","0,000128152",1,1,1,Normal
"2,433,462","5,397,646",2,1,1,"2,621,764","8,399,321","3,267,111","0,2296479",1,1,1,1,1,"2,010,372",0,"1,006,753",1,1,1,1,1,1,"148,808","1,554,473","1,721,719","9,923,225",1,2,1,1,2,"1,447,321","2,631,056","1,211,228","1,734,427","1,291,405","0,7352687","0,3066329",2,1,"2,512,977","1,762,086","1,900,795","0,000128152",1,1,1,Normal
"2,423,213","539,804",2,1,1,"2,621,764","8,399,321","3,267,111","0,1289206",1,1,1,1,1,"2,010,372",0,"1,006,953",1,1,1,1,1,1,"148,808","1,554,217","1,721,719","9,915,535",1,2,1,1,2,"1,448,603","2,631,056","1,211,228","1,733,786","1,291,405","0,7352687","0,3066329",2,1,"2,512,977","1,762,086","1,900,154","0,000128152",1,1,1,Normal
"241,905","5,403,535",2,1,1,"2,621,764","8,399,321","3,265,573","0,070099",1,1,1,1,1,"2,010,372",0,"1,007,474",1,1,1,1,1,1,"148,808","1,554,217","1,720,053","9,917,457",1,2,1,1,2,"1,448,603","2,631,056","1,211,228","1,731,223","129,243","0,7352687","0,3066329",2,1,"2,512,977","1,762,086","1,898,872","0,000128152",1,1,1,Normal
"241,905","5,405,497",2,1,1,"2,621,764","8,401,243","3,259,677","0,03575433",1,1,1,1,1,"2,010,372",0,"1,007,835",1,1,1,1,1,1,"148,808","1,554,217","1,719,668","9,913,997",1,2,1,1,2,"1,448,603","2,631,056","1,211,228","1,731,223","1,302,165","0,7352687","0,3066329",2,1,"2,511,535","1,762,086","1,898,552","0,000128152",1,1,1,Normal
"2,437,626","5,410,992",2,1,1,"2,621,764","8,401,243","3,254,294","0,01435299",1,1,1,1,1,"2,010,372",0,"1,008,355",1,1,1,1,1,1,"148,808","1,554,217","1,719,668","9,913,228",1,2,1,1,2,"1,448,603","2,631,056","1,211,228","1,731,223","1,311,387","0,7352687","0,3066329",2,1,"2,511,055","1,762,086","1,898,552","0,000128152",1,1,1,Normal
"2,461,006","5,408,245",2,1,1,"2,621,764","8,405,088","3,254,294","0,000512607",1,1,1,1,1,"2,010,372",0,"1,008,275",1,1,1,1,1,1,"148,808","1,555,242","1,719,668","9,904,768",1,2,1,1,2,"1,448,603","2,631,056","1,211,228","1,731,223","1,306,648","0,7352687","0,3066329",2,1,"2,510,734","1,746,067","1,898,231","0,000128152",1,1,1,Normal
"2,478,621","5,414,918",2,1,1,"2,621,764","840,605","3,247,885","0,000512607",1,1,1,1,1,"2,010,372",0,"1,008,355",1,1,1,1,1,1,"148,808","1,555,242","1,719,924","9,903,999",1,2,1,1,2,"1,448,603","2,631,056","1,195,847","1,731,223","1,308,185","0,7352687","0,3066329",2,1,"2,508,652","1,746,067","189,727","0,000128152",1,1,1,Normal
"2,502,642","5,420,021",2,1,1,"2,621,764","840,605","3,241,989","0,000512607",1,1,1,1,1,"2,010,372",0,"1,008,636",1,1,1,1,1,1,"148,808","1,555,242","1,719,924","9,900,154",1,2,1,1,2,"1,448,603","2,631,056","1,195,847","1,731,223","13,119","0,7352687","0,3066329",2,1,"2,508,652","1,746,067","189,727","0,000128152",1,1,1,Normal
"2,515,453","5,423,553",2,1,1,"2,621,764","8,408,293","3,237,375","0,000512607",1,1,1,1,1,"2,035,982",0,"1,008,475",1,1,1,1,1,1,"148,808","1,555,242","1,719,924","9,898,231",1,2,1,1,2,"1,448,603","2,631,056","1,195,847","1,731,223","1,304,855","0,7352687","0,3066329",2,1,"2,508,652","1,746,067","1,896,629","0,000128152",1,1,1,Normal
"2,528,264","5,429,442",2,1,1,"2,621,764","8,412,458","3,233,017","0,000512607",1,1,1,1,1,"2,035,982",0,"1,008,876",1,1,1,1,1,1,"148,808","1,555,242","1,719,924","9,895,155",1,2,1,1,2,"1,448,603","2,631,056","1,195,847","1,731,095","1,291,789","0,7352687","0,3066329",2,1,"2,508,652","1,537,821","1,896,629","0,000128152",1,1,1,Normal
"2,533,068","5,434,937",2,1,1,"2,621,764","8,412,458","3,230,197","0,000512607",1,1,1,1,1,"2,026,378",0,"1,008,836",1,1,1,1,1,1,"148,808","1,555,242","1,718,771","9,894,001",1,2,1,1,2,"1,448,603","2,631,056","1,195,847","1,730,838","128,167","0,7352687","0,3066329",2,1,"2,508,652","1,537,821","1,896,629","0,000128152",1,1,1,Normal
"2,533,068","5,440,432",2,1,1,"2,621,764","8,412,458","3,226,096","0,000512607",1,1,1,1,1,"2,013,573",0,"1,009,076",1,1,1,1,1,1,"148,808","1,555,242","1,717,233","9,893,232",1,2,1,1,2,"1,448,603","2,631,056","1,195,847","1,730,069","128,167","0,7352687","0,3066329",2,1,"2,508,652","1,665,972","1,895,828","0,000128152",1,1,1,Normal
"2,533,068","5,447,498",2,1,1,"2,621,764","8,417,906","3,218,405","0,000512607",1,1,1,1,1,"2,013,573",0,"1,008,916",1,1,1,1,1,1,"148,808","1,555,242","1,717,233","9,892,848",1,2,1,1,2,"1,448,603","2,631,056","1,195,847","1,728,275","128,167","0,7352687","0,3066329",2,1,"2,508,652","169,801","1,895,828","0,000128152",1,1,1,Normal
"2,531,467","5,454,563",2,1,1,"2,621,764","8,422,392","3,214,048",0,1,1,1,1,1,"2,013,573",0,"1,009,637",1,1,1,1,1,1,"148,808","1,555,242","1,717,233","9,885,157",1,2,1,1,2,"1,448,603","2,631,056","1,195,847","1,728,275","1,294,479","0,7352687","0,3066329",2,1,"2,507,049","169,801","1,894,066","0,000128152",1,1,1,Normal
"2,531,467",30,2,1,1,"2,621,764","8,422,712","3,208,665",0,1,1,1,1,1,"2,013,573",0,"1,009,637",1,1,1,1,1,1,"148,808","1,555,242","1,717,233","9,880,543",1,2,1,1,2,"1,448,603","2,631,056","1,195,847","1,728,275","1,294,479","0,7352687","0,3066329",2,1,"2,506,248","169,801","1,893,265","0,000128152",1,1,1,Attack
"2,531,467",30,2,1,1,"2,621,764","8,425,276","320,687",0,1,1,1,1,1,"2,013,573",0,"1,009,917",1,1,1,1,1,1,"148,808","1,555,242","1,717,233","9,875,544",1,2,1,1,2,"1,449,116","2,631,056","1,195,847","1,728,275","1,291,533","0,7352687","0,3074016",2,1,"2,506,248","169,801","1,893,265","0,000128152",1,1,1,Attack
"253,435",30,2,1,1,"2,621,764","8,432,005","3,202,512",0,1,1,1,1,1,"2,013,573",0,"1,009,877",1,1,1,1,1,1,"148,808","1,555,242","1,715,952","9,871,315",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,728,275","1,290,765","0,7352687","0,3074016",2,1,"250,785","169,801","1,895,027","0,000128152",1,1,1,Attack
"253,435",30,2,1,1,"2,621,764","8,432,005","3,202,512",0,1,1,1,1,1,"2,013,573",0,"1,009,877",1,1,1,1,1,1,"148,808","1,555,242","1,715,952","9,871,315",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,728,275","1,290,765","0,7352687","0,3074016",2,1,"250,785","169,801","1,895,027","0,000128152",1,1,1,Attack
"2,537,232",30,2,1,1,"2,621,764","8,432,005","3,195,847",0,1,1,1,1,1,"2,013,573",0,"1,010,038",1,1,1,1,1,1,"148,808","1,555,242","1,715,952","986,747",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,728,275","1,282,183","0,7352687","0,3074016",2,1,"2,509,613","169,801","1,896,949","0,000128152",1,1,1,Attack
"2,537,232",30,2,1,1,"2,621,764","8,434,568","3,195,847",0,1,1,1,1,1,"2,013,573",0,"1,009,917",1,1,1,1,1,1,"148,808","1,555,242","1,715,952","9,862,087",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,728,788","1,290,252","0,7352687","0,3065048",2,1,"2,509,613","1,649,953","189,759","0,000128152",1,1,1,Attack
"2,537,232",30,2,1,1,"2,621,764","8,439,695","3,189,695",0,1,1,1,1,1,"2,013,573",0,"1,009,757",1,1,1,1,1,1,"148,808","1,556,524","1,717,746","9,860,164",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,731,864","1,297,554","0,7352687","0,3065048",2,1,"2,509,613","1,649,953","189,759","0,000128152",1,1,1,Attack
"2,537,232",30,2,1,1,"2,621,764","84,429","3,189,695",0,1,1,1,1,1,"2,013,573",0,"1,010,078",1,1,1,1,1,1,"148,808","1,556,524","1,717,746","9,855,934",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,731,864","1,308,569","0,7352687","0,3065048",2,1,"2,509,613","1,649,953","189,759","0,000128152",1,1,1,Attack
"2,537,232",30,2,1,1,"2,621,764","84,429","3,188,926",0,1,1,1,1,1,"2,013,573",0,"1,010,638",1,1,1,1,1,1,"148,808","1,557,293","1,717,746","9,852,089",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,731,864","1,318,432","0,7352687","0,3065048",2,1,"2,509,613","1,649,953","189,759","0,000128152",1,1,1,Attack
"2,542,677",30,2,1,1,"2,621,764","8,444,822","3,183,799",0,1,1,1,1,1,"2,013,573",0,"1,010,839",1,1,1,1,1,1,"148,808","1,557,293","1,717,361","9,845,937",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,731,864","1,321,506","0,7352687","0,3065048",2,1,"2,511,055","1,649,953","189,759","0,000128152",1,1,1,Attack
"2,543,958","5,476,152",2,1,1,"2,621,764","8,449,949","3,182,774",0,1,1,30,1,1,"2,013,573",0,"1,010,758",1,1,1,1,1,1,"148,808","1,557,293","1,717,233","9,844,014",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,731,864","131,254","0,7352687","0,3065048",2,1,"2,511,055","1,649,953","189,759","0,000128152",1,1,1,Attack
"2,543,958","5,474,975",2,1,1,"2,621,764","8,452,192","3,179,954",0,1,1,30,1,1,"2,013,573",0,"1,010,758",1,1,1,1,1,1,"148,808","1,557,293","1,717,233","9,837,862",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,731,864","1,304,214","0,7352687","0,3065048",2,1,"2,511,055","1,649,953","189,759","0,000128152",1,1,1,Attack
"2,543,958","5,474,582",2,1,1,"2,621,764","8,452,833","3,179,185",0,1,1,1,1,1,"2,013,573",0,"1,010,638",1,1,1,1,1,1,"148,808","1,557,293","1,717,233","9,835,939",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,730,582","1,297,682","0,7352687","0,3065048",2,1,"2,511,055","1,649,953","189,759","0,000128152",1,1,1,Normal
"2,539,474","5,474,189",2,1,1,"2,621,764","8,452,833","3,178,672",0,1,1,1,1,1,"2,013,573",0,"1,010,758",1,1,1,1,1,1,"148,808","1,557,293","1,717,233","9,830,556",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,730,582","1,291,533","0,7352687","0,3065048",2,1,"2,511,055","169,801","189,759","0,000128152",1,1,1,Normal
"2,537,873","5,479,685",2,1,1,"2,621,764","8,456,038","3,177,903",0,1,1,1,1,1,"2,042,384",0,"1,010,438",1,1,1,1,1,1,"148,808","1,557,293","1,717,233","9,824,789",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,730,582","1,291,533","0,7352687","0,3065048",2,1,"2,511,055","169,801","189,759","0,000128152",1,1,1,Normal
"2,537,873","5,489,891",2,1,1,"2,621,764","8,456,038","3,176,109",0,1,1,1,1,1,"2,042,384",0,"1,010,518",1,1,1,1,1,1,"148,808","1,557,293","1,720,309","9,824,404",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,728,788","1,295,888","0,7352687","0,3065048",2,1,"2,511,055","169,801","189,759","0,000128152",1,1,1,Normal
"2,533,709","5,497,349",2,1,1,"2,621,764","8,456,038","3,175,083",0,1,1,1,1,1,"2,042,384",0,"1,010,678",1,1,1,1,1,1,"148,808","1,557,293","1,720,309","9,822,482",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,728,788","1,291,405","0,7352687","0,3065048",2,1,"2,509,613","169,801","189,759","0,000128152",1,1,1,Normal
"2,533,709","5,496,564",2,1,1,"2,621,764","845,764","317,252",0,1,1,1,1,1,"2,042,384",0,"1,010,839",1,1,1,1,1,1,"148,808","1,557,293","1,720,309","981,979",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,728,788","1,282,311","0,7352687","0,3065048",2,1,"2,509,453","169,801","189,759","0,000128152",1,1,1,Normal
"2,537,232","5,504,414",2,1,1,"2,621,764","8,461,805","3,171,751",0,1,1,1,1,1,"2,042,384",0,"1,010,678",1,1,1,1,1,1,"148,808","1,555,242","1,718,002","9,817,483",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,729,428","1,286,666","0,7352687","0,3065048",2,1,"2,509,453","1,746,067","189,743","0,000128152",1,1,1,Normal
"2,540,115","5,511,087",2,1,1,"2,621,764","8,461,805","3,171,751",0,1,1,1,1,1,"2,042,384",0,"1,010,638",1,1,1,1,1,1,"148,808","1,555,242","1,717,874","9,813,638",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,730,197","1,280,646","0,7352687","0,3065048",2,1,"2,509,453","1,746,067","189,743","0,000128152",1,1,1,Normal
"254,652","551,619",2,1,1,"2,621,764","8,461,805","3,171,751",0,1,1,1,1,1,"2,042,384",0,"1,010,718",1,1,1,1,1,1,"148,808","1,555,242","1,717,874","9,810,946",1,2,1,1,2,"1,449,628","2,631,056","1,195,847","1,730,197","1,291,533","0,7352687","0,3065048",2,1,"2,509,453","1,746,067","189,743","0,000128152",1,1,1,Normal
"2,547,161","5,523,648",2,1,1,"2,621,764","8,461,805","3,171,751",0,1,1,1,1,1,"2,042,384",0,"1,010,558",1,1,1,1,1,1,"148,808","155,678","1,717,874","9,809,408",1,2,1,1,2,"1,451,166","2,631,056","1,195,847","1,730,197","1,291,789","0,7352687","0,306761",2,1,"2,509,453","1,746,067","1,896,469","0,000128152",1,1,1,Normal
"2,548,762","5,531,106",2,1,1,"2,621,764","8,461,805","3,168,675",0,1,1,1,1,1,"2,042,384",0,"1,011,039",1,1,1,1,1,1,"148,808","1,557,293","1,717,874","980,364",1,2,1,1,2,"1,451,423","2,631,056","1,195,847","1,728,531","1,281,798","0,7352687","0,3069532",2,1,"2,509,453","1,746,067","1,896,469","0,000128152",1,1,1,Normal
"2,550,043","5,540,527",2,1,1,"2,621,764","8,461,805","3,168,675",0,1,1,1,1,1,"2,042,384",0,"1,011,119",1,1,1,1,1,1,"148,808","1,557,293","1,717,874","9,796,719",1,2,1,1,2,"1,451,423","2,631,056","1,195,847","1,728,531","1,274,625","0,7352687","0,3069532",2,1,"2,509,453","1,746,067","1,896,469","0,000128152",1,1,1,Normal
